process,TP,FP,TN,FN,precision,recall,accuracy,f_measure,mcc,precision-recall area
R-HSA-5389857,84.0,39.0,21179.0,0.0,0.6829268292682927,1.0,0.9981691859919256,0.8115942028985507,0.8256340396320007,0.6375607106467631
R-HSA-5419261,85.0,39.0,21178.0,0.0,0.6854838709677419,1.0,0.9981691859919256,0.8133971291866028,0.827178245430042,0.6348611477823195
R-HSA-5419264,85.0,40.0,21177.0,0.0,0.68,1.0,0.9981222420430007,0.8095238095238095,0.823843437276532,0.634382572525093
R-HSA-5419271,85.0,40.0,21177.0,0.0,0.68,1.0,0.9981222420430007,0.8095238095238095,0.823843437276532,0.634382572525093
R-HSA-5419273,86.0,40.0,21176.0,0.0,0.6825396825396826,1.0,0.9981222420430007,0.8113207547169812,0.8253804232095338,0.6260693286655293
R-HSA-5419277,86.0,40.0,21176.0,0.0,0.6825396825396826,1.0,0.9981222420430007,0.8113207547169812,0.8253804232095338,0.6260693286655293
R-HSA-5419279,85.0,39.0,21178.0,0.0,0.6854838709677419,1.0,0.9981691859919256,0.8133971291866028,0.827178245430042,0.6348611477823195
R-HSA-5419281,85.0,40.0,21177.0,0.0,0.68,1.0,0.9981222420430007,0.8095238095238095,0.823843437276532,0.6333801203805435
R-HSA-5578742,69.0,108.0,21122.0,3.0,0.3898305084745763,0.9583333333333334,0.9947892216693268,0.5542168674698795,0.6094826295157109,0.2823583176962031
R-HSA-560473,52.0,15.0,21235.0,0.0,0.7761194029850746,1.0,0.9992958407661252,0.8739495798319328,0.8806654041091498,0.7924133584642179
R-HSA-560517,52.0,18.0,21232.0,0.0,0.7428571428571429,1.0,0.9991550089193503,0.8524590163934427,0.8615264935912673,0.7886554473216497
R-HSA-5607731,51.0,34.0,21217.0,0.0,0.6,1.0,0.9984039057365506,0.7499999999999999,0.7739767730199303,0.458135154071353
R-HSA-5617431,89.0,129.0,21081.0,3.0,0.40825688073394495,0.967391304347826,0.9938033987419022,0.5741935483870968,0.626357996864063,0.3352934983115413
R-HSA-5617445,72.0,104.0,21123.0,3.0,0.4090909090909091,0.96,0.9949769974650268,0.5737051792828686,0.6249698673982681,0.30171722159825526
R-HSA-5617452,88.0,133.0,21078.0,3.0,0.39819004524886875,0.967032967032967,0.9936156229462022,0.5641025641025641,0.6184087587543197,0.3352594766211209
